epoch,train_loss,test_loss,test_acc,tau,logit_scale
1,1.3652378291259577,1.308860824431902,0.38850308641975306,0.10063502937555313,9.936897277832031
2,1.3097269652802268,1.290404525803931,0.408179012345679,0.10025237500667572,9.974825859069824
3,1.2776284217834473,1.2948425036889535,0.42824074074074076,0.10012758523225784,9.98725700378418
4,1.2560846776138117,1.274885880358425,0.4479166666666667,0.1001272052526474,9.987296104431152
5,1.2331396105848713,1.2295126024587655,0.46875,0.10121802240610123,9.879663467407227
6,1.2182161896317094,1.2414599480452362,0.47762345679012347,0.10071147978305817,9.92935562133789
7,1.2164313550348635,1.2517244205062772,0.47762345679012347,0.1008700504899025,9.913744926452637
8,1.1902968618604872,1.2431168489985995,0.4837962962962963,0.10077457875013351,9.923138618469238
9,1.189196945708475,1.2149045599831476,0.5003858024691358,0.10104947537183762,9.89614200592041
10,1.1747926105687647,1.208881648970239,0.5034722222222222,0.10120156407356262,9.881270408630371
11,1.1728666969287542,1.2124089694317477,0.49537037037037035,0.10147499293088913,9.854644775390625
12,1.146796433278072,1.2265401872587793,0.5065586419753086,0.1009911596775055,9.901856422424316
13,1.1499407011785625,1.2025367352697585,0.5057870370370371,0.10156142711639404,9.846257209777832
14,1.135769835224858,1.2244309966946825,0.5100308641975309,0.10114148259162903,9.887140274047852
15,1.1415598031915264,1.2210887125980707,0.503858024691358,0.10144165903329849,9.857882499694824
16,1.1192785059964214,1.1955565773410561,0.5119598765432098,0.10151194781064987,9.851057052612305
17,1.117504256007112,1.2219981330412406,0.5250771604938271,0.10119123756885529,9.882278442382812
18,1.115050900865484,1.1878401629718733,0.5165895061728395,0.10200465470552444,9.803474426269531
19,1.1165211134486728,1.1855249883216104,0.5212191358024691,0.10158791393041611,9.843689918518066
20,1.103663816864108,1.2064052165290455,0.5177469135802469,0.10140398144721985,9.86154556274414
21,1.1179552372590995,1.1835936528665048,0.5235339506172839,0.10175538808107376,9.827488899230957
22,1.1036451856295268,1.1848706757580791,0.5235339506172839,0.10161098092794418,9.841456413269043
23,1.0994442620395142,1.18006968424644,0.5258487654320988,0.10184140503406525,9.819188117980957
24,1.0974842493916734,1.1827685722598322,0.5289351851851852,0.10174387693405151,9.828601837158203
25,1.099355454798098,1.168901146929941,0.5308641975308642,0.10185114294290543,9.818249702453613
26,1.09406155715754,1.1619785957866244,0.53125,0.10215837508440018,9.78872299194336
27,1.0812521562164212,1.149368327340962,0.5316358024691358,0.10251137614250183,9.755014419555664
28,1.081779091446488,1.1495411646218947,0.5254629629629629,0.10255289077758789,9.751066207885742
29,1.0634734763039484,1.1670732895533245,0.5335648148148148,0.10199184715747833,9.804705619812012
30,1.0833777284916537,1.1487797285303658,0.533179012345679,0.1024152934551239,9.764165878295898
31,1.0691085707994155,1.1504218482676847,0.5416666666666666,0.10208980739116669,9.795296669006348
32,1.0610313651002483,1.1478007487308832,0.5385802469135802,0.10216719657182693,9.787877082824707
33,1.060142762867021,1.1512771594671556,0.5366512345679012,0.10203289240598679,9.800760269165039
34,1.0597051411499212,1.1538211659148887,0.5439814814814815,0.10225921124219894,9.779069900512695
35,1.0640621052847967,1.1699180786992296,0.5343364197530864,0.10219206660985947,9.785494804382324
36,1.045927628322884,1.1382793497156214,0.5474537037037037,0.10225348174571991,9.779617309570312
37,1.0474058264567527,1.154935309180507,0.5408950617283951,0.10225270688533783,9.779691696166992
38,1.0457627044783697,1.1275657305011042,0.5567129629629629,0.10234665125608444,9.77071475982666
39,1.0567530687944389,1.1191482345263164,0.5505401234567902,0.10261139273643494,9.74550724029541
40,1.0602647993299696,1.1288177753672188,0.5439814814814815,0.10257308185100555,9.749146461486816
41,1.0449507427804263,1.1291012160572005,0.5543981481481481,0.10240821540355682,9.76484203338623
42,1.0231286905429982,1.132865662192121,0.5505401234567902,0.1021948978304863,9.785223960876465
43,1.0267182073475403,1.1379817503469962,0.5567129629629629,0.10210682451725006,9.79366397857666
44,1.0409309385735313,1.1121430691377616,0.5570987654320988,0.10266491025686264,9.740426063537598
45,1.022224826577269,1.1348862449328105,0.5528549382716049,0.10221348702907562,9.78344440460205
46,1.0231528907646368,1.1324336065186396,0.5547839506172839,0.10226694494485855,9.77833080291748
47,1.0365835619561465,1.113296627998352,0.5543981481481481,0.10254112631082535,9.75218391418457
48,1.0065801982526426,1.1243859684025799,0.5532407407407407,0.10215304791927338,9.789234161376953
49,1.0193113522765078,1.0958007978804318,0.5578703703703703,0.10272864252328873,9.734383583068848
50,1.0200389542697388,1.1054285772052812,0.5540123456790124,0.10259971767663956,9.746615409851074
51,1.0129453010029263,1.1124349170260959,0.5597993827160493,0.10235000401735306,9.770395278930664
52,1.0031324102554793,1.1237022030500718,0.558641975308642,0.10198789834976196,9.805084228515625
53,1.0109773844848444,1.1105523028491455,0.5636574074074074,0.10219774395227432,9.784952163696289
54,1.01915008418354,1.0926719631677793,0.5636574074074074,0.10256452113389969,9.749959945678711
55,1.0021475450492199,1.1097018865891446,0.5590277777777778,0.10223934799432755,9.780969619750977
56,1.0059762413119093,1.1239056594577836,0.564429012345679,0.10193833708763123,9.80985164642334
57,1.0022836150946441,1.0978303684128656,0.5652006172839507,0.1024053618311882,9.765113830566406
58,0.9881463352544808,1.0998367218323697,0.5694444444444444,0.10211057215929031,9.793305397033691
59,0.9904088915130238,1.111198384820679,0.5744598765432098,0.10167306661605835,9.835447311401367
60,0.9862656490302381,1.091537963460993,0.5679012345679012,0.10201144218444824,9.80282211303711
61,0.9863884287115968,1.0997229505468298,0.5625,0.10202890634536743,9.801143646240234
62,0.978728574735147,1.0827933380633226,0.5725308641975309,0.10233087837696075,9.772222518920898
63,0.9795050488577949,1.0967456345204953,0.5702160493827161,0.10178012400865555,9.825100898742676
64,0.974216287518725,1.1144708615762215,0.5640432098765432,0.10150850564241409,9.851390838623047
65,0.9785584674941169,1.0973653727107577,0.5698302469135802,0.10156309604644775,9.84609603881836
66,0.9487826662299074,1.0909625468430695,0.5779320987654321,0.1017327830195427,9.829672813415527
67,0.956883563671583,1.081614492116151,0.5779320987654321,0.10180579125881195,9.822623252868652
68,0.9783125689000259,1.0734135250986359,0.5752314814814815,0.10221987217664719,9.78283405303955
69,0.9611253223301451,1.0996058288915658,0.5717592592592593,0.10163959860801697,9.838685035705566
70,0.9688521881162384,1.0777833910635959,0.5763888888888888,0.10178621113300323,9.82451343536377
71,0.9663567999262869,1.0880105488094283,0.5721450617283951,0.10171850770711899,9.831052780151367
72,0.9507721537425194,1.0812050766415067,0.5817901234567902,0.10151542723178864,9.850719451904297
73,0.9648635747991963,1.0783212346795163,0.5740740740740741,0.10173683613538742,9.8292818069458
74,0.9709532989395989,1.090514181572714,0.5752314814814815,0.10158874094486237,9.843610763549805
75,0.9370241201954124,1.089419651178666,0.5752314814814815,0.10132280737161636,9.86944580078125
76,0.9474899187500094,1.095447247410998,0.5686728395061729,0.10137822479009628,9.864051818847656
77,0.9359160897172527,1.102877152554783,0.5794753086419753,0.10106555372476578,9.894569396972656
78,0.9294207787808076,1.1074997179302168,0.5706018518518519,0.1009969711303711,9.901287078857422
79,0.9312946671321068,1.0863942386191567,0.5771604938271605,0.10134851932525635,9.866942405700684
80,0.9210884931646748,1.0850151335751568,0.5806327160493827,0.10108820348978043,9.892351150512695
81,0.9262647113682311,1.0827854018152496,0.5817901234567902,0.10109584033489227,9.89160442352295
82,0.916776094171736,1.0708873426472698,0.5817901234567902,0.10128133744001389,9.87348747253418
83,0.9198712522600904,1.0971107806688474,0.5790895061728395,0.10082879662513733,9.917801856994629
84,0.9041201391337831,1.0960198567237383,0.5779320987654321,0.10087442398071289,9.913315773010254
85,0.9099064182352137,1.0868595213065912,0.5841049382716049,0.10090016573667526,9.910785675048828
86,0.9183570131843473,1.0735201556005596,0.5817901234567902,0.10105441510677338,9.895658493041992
87,0.906275349634665,1.1187877596160511,0.5736882716049383,0.10067525506019592,9.932928085327148
88,0.9020385661242921,1.0941139761312508,0.5848765432098766,0.10060765594244003,9.939600944519043
89,0.8856884645827022,1.0899358362327387,0.5790895061728395,0.10083023458719254,9.917659759521484
90,0.9038079910808139,1.0711014579843592,0.5833333333333334,0.10089542716741562,9.91125202178955
91,0.910070679805897,1.094121832906464,0.5829475308641975,0.1004413291811943,9.956060409545898
92,0.878888969068174,1.1237248682681424,0.5760030864197531,0.1000882089138031,9.99118709564209
93,0.8874821971963953,1.0958229303359985,0.5763888888888888,0.10038255155086517,9.96189022064209
94,0.8959425857037674,1.0875308322317807,0.5721450617283951,0.10042305290699005,9.95787239074707
95,0.9035853574305405,1.0640773662814387,0.5806327160493827,0.1007668599486351,9.923897743225098
96,0.8899944174436876,1.0844161775377061,0.5790895061728395,0.10021509230136871,9.978536605834961
97,0.8749837934234996,1.093304212446566,0.5794753086419753,0.10014365613460541,9.985655784606934
98,0.8852818085823531,1.073801319540283,0.5790895061728395,0.10047006607055664,9.95321273803711
99,0.8764706217212441,1.0714731621153561,0.5875771604938271,0.1002836674451828,9.971713066101074
100,0.8650107655996158,1.1199493261031161,0.5837191358024691,0.09961141645908356,10.039010047912598
